client_id	path	sentence	up_votes	down_votes	age	gender	accent
0d709133bf209da7f0164653b6e5f9aee9d059ffaf7686ab6d2e5142f1af1bd92af375b81c4cf82a399de7387ec8bcc9c1cada0abf4f2c2261df3568f34a7500	common_voice_nl_17699535.mp3	De Aboriginals zijn de oorspronkelijke bewoners van Australië.	2	0	fifties	male	netherlands
0fca93407be6d482019f2463e60fbafdf598a82517e63ca906332e5e185143ff2bb5b76e50e96751c594edc3f045d75ecce29fcbc5b2d49b698053d8160fe17b	common_voice_nl_17694848.mp3	Mijn toetsenbord zit vol stof.	2	1			
175d4117110538cc68a8a0157a7f0a681f3e74fbe37e625794367fbf9392d9c581b70e4fc6ad64a3287008fb909444bbb53fb6ade6099b4b7c1c02f6d8265f89	common_voice_nl_18441136.mp3	Ze had de bank beschadigd met haar skateboard.	2	0			
449eb184af35630c4c8f91947a50f53c3a49711ca3a5f92e432fdb01deff3c443f76cf2733a2a084e50ea3d4a85be858e2d3380f17d1628e19e7c9c700c65f4b	common_voice_nl_18701780.mp3	De verf laat ik mengen in de winkel.	2	0			
452cfa9d7e49e72eac2bb7ff3d5f79c1c27ec9ac8df5d86a7d455358286521ecb88e6492edcdc7f67837ff4db351b2f90d5b6a0c696917224647ef10c700890f	common_voice_nl_17700547.mp3	Na het lezen van vele beoordelingen had ze eindelijk haar oog laten vallen op een laptop met een qwerty toetsenbord.	2	1	fifties	male	netherlands
79d570bd61fb0fcf4d363d0a1e044cfbfe159f9d91c5c103a015328cdbfb6af517803e5a7ec0baee172b2bfe6040b22210101fb5e04c01c411b25760b7a15568	common_voice_nl_17695742.mp3	Parket moet je stofzuigen, tegels moet je dweilen.	2	1			
892d5e81b1e2082a264db64c18b75cba4bb51a0af63b3f25bfd65318eb85e7d27e8ca22ad33ffb0537b5b44fc29d5770f07da644c9145bec2818da8bc566f2a9	common_voice_nl_18260601.mp3	Hoe meer zielen, hoe meer vreugd.	2	0	fourties	female	netherlands
a01a8a30db997795dc07295a000bbc9d513f8f14d6c0a048339cb2145cbd3302809c4da1558ba75d60cea6909c8e143b311293a7f7f46454afcc64aa27b40f15	common_voice_nl_17706390.mp3	Heb je de tafel gedekt?	2	1			
a64ddf48b5b3b6700b146de59126a0828e14fe0f5c12cd55baab34013f9ce1c0ad26ec04475459b9cffc983733c68afce8bf9d717f1985c8f905b90cab06c607	common_voice_nl_17696892.mp3	Ine lag in de strandstoel.	2	1			
ac1a9b4f2b5aaadac179f49db0e2cb442efe96df1a98654fa8391f5fc20c0b4f38229eb6d343664f5966fcbb0893f3f1520314811643876d9bef85fd49648a69	common_voice_nl_18456337.mp3	Zowel in het Duits als in Latijn gebruiken ze naamvallen.	2	1			
bf9594e371b2f199760403701a1769e4f3e2d2cf8651361ced97ddf6c114c4bfc7a8c11fafa58eecd930a0914f04356d605c6f80ef1a6190f1143cd5bf242475	common_voice_nl_17703134.mp3	Ze hadden hun gevel bordeauxrood geschilderd.	2	1			
c18bab9891bf6f1d34a29d6e0dbddb3e3c8002187e9244a4ee2899809e55bd45e3b8676042035124ae90d368dedb53bd3a60789f8462dc1d0e8d8dd3420e0b65	common_voice_nl_17700297.mp3	Hij ligt met zijn armen gekruist op de zetel.	2	0			
